Date,PM2.5 ,PM10,NO,NO2 ,NOx ,NH3,SO2,CO,Ozone ,Benzene,Toluene,AT,RH,WS,WD ,RF,TOT-RF,SR,BP
26-06-2019,61.83,222.16,3.92,28.87,18.55,28.92,19.8,1.06,78.51,1.97,14.06,36.12,43.57,1.12,303.15,0,0,163.62,972.87
27-06-2019,81.76,362.98,8.13,38.02,26.67,27.85,23.65,1.18,65.49,2.21,14.72,34.98,41.62,1.14,294.71,0,0,174.74,971.43
28-06-2019,70.23,354.09,5.98,33.14,22.52,34.52,27.27,1,44.67,2.85,11,35.3,38.9,1.23,284.86,0,0,172.83,970.61
29-06-2019,63.92,361.44,7.19,24.31,18.82,27.32,21.44,0.82,42.8,1.97,8.96,37.44,32.78,1.13,283.72,0,0,197.09,969.85
30-06-2019,74.41,357.4,6.09,21.75,16.52,24.13,26.93,0.87,54.12,2.81,12.46,37.52,32.27,1.33,244.69,0,0,189.68,970.37
01-07-2019,60.3,280.95,5.59,21.41,15.94,25.08,22.49,0.82,73.69,2.46,13.61,36.46,37.36,1,216.26,0,0,198.91,971.66
02-07-2019,74.5,344.22,2.55,18.06,11.72,29.59,20.94,1.12,92.53,2.99,16.48,35.64,43.35,1.28,151.62,0,0,179.27,972.85
03-07-2019,47.97,249.96,3.29,16.81,11.62,42.51,18.07,1.01,57.53,2.4,13.02,35.34,51.76,1.31,121.78,0,0,170.34,973.4
04-07-2019,41.28,206.01,11.33,28.47,24.38,30.43,19.69,1.3,31.16,3.12,29.55,31.59,74.57,1.26,198.17,0.01,1,59.97,972.27
05-07-2019,40.91,170.48,8.13,32.58,23.94,55.72,14.18,1.22,25.26,2.72,24.39,30.13,85.45,1.04,187.85,0.01,0.8,98.55,970.55
06-07-2019,35.5,270.7,7.28,28.84,21.28,43.93,15.42,1.03,47.77,2.16,13.78,32.07,67.84,0.98,145.91,0.01,0.6,172.2,969.26
07-07-2019,37.18,210.39,5.34,30.21,20.28,36.76,17.88,1.15,48.63,2.46,16.82,31.72,61.35,0.88,212.06,0,0,120.71,969.95
08-07-2019,48.92,371.48,8.72,33.04,24.68,37.45,14.78,0.98,39.86,2.7,16.43,32.74,66.8,0.82,206.93,0,0,128.74,970.26
09-07-2019,43.65,299.14,6.29,25.82,18.87,35.1,10.34,1,28.07,1.98,16.44,31.72,67.9,1.39,212.89,0,0,157.7,970.12
10-07-2019,59.97,409.2,9.86,25.71,21.7,31.06,15.9,0.98,25.78,1.98,12.61,33.86,60.79,1.16,223.74,0,0,161.36,969.29
11-07-2019,64.09,439.28,7.1,20.94,16.93,25.83,16.51,1.06,25.01,1.49,10.86,34.96,50.76,1.29,237.56,0,0,58.03,968.76
12-07-2019,58.96,464.69,11.41,21.48,20.77,29.47,15.51,0.96,15.99,2.12,14.29,34.68,49.98,1.24,243.84,0,0,33.02,971.03
13-07-2019,47.85,354.31,6.22,16.28,13.72,22.45,14.53,0.93,25.76,1.35,9.64,34.89,45.8,1.59,231.87,0,0,14.39,971.39
14-07-2019,48.21,360.48,4.18,16.27,12.06,23.5,16.69,0.77,29.13,1.5,10.53,34.13,48.45,1.49,207.64,0,0,14.88,970.47
15-07-2019,41.92,277.04,10.74,28.68,24.01,22.8,19.81,1.1,24.66,3.13,21.29,28.97,77.37,1.38,122.01,0.01,1.2,17.53,971.04
16-07-2019,30.85,152.2,6.58,30.21,21.56,28.96,16.68,1.15,32.41,3.4,24.91,28.4,52.6,1.45,74.21,0.07,6.4,117.46,974.92
17-07-2019,29.12,137.41,6.59,24.68,18.54,33.54,15.55,1.1,33.64,3.23,21.58,27.71,78.11,1.01,182.79,0.05,5.2,110.28,975.92
18-07-2019,32.68,208.43,15.91,38.75,33.57,27.36,14.78,1.44,35.7,3.78,25.86,26.64,89.83,0.89,214.35,0.18,17.4,117.45,975.83
19-07-2019,65.19,303.88,17.14,40.21,35.4,27.82,13.98,1.51,65.37,4.54,33.12,31.83,31.52,0.74,140.36,0,0,199.81,975.88
20-07-2019,50.34,252.45,14.13,47.65,36.86,35.94,17.81,1.42,26.56,3.92,29.96,30.44,62.39,0.88,129.15,0.13,12.2,124.64,976.77
21-07-2019,50.21,129.45,23.33,39.24,39.93,44.71,17.27,1.4,37.5,3.75,29.21,29.94,78.24,0.83,135.63,0.02,2,149.12,976.3
22-07-2019,60.15,205.4,27.75,42.71,45.36,47.36,16.28,1.54,44.58,3.73,28.21,31.94,73.61,0.79,96.66,0,0,179.9,975.13
23-07-2019,76.28,317.32,18.22,48.84,40.81,46.45,16.22,1.46,60.31,2.78,30.18,34.31,49.76,0.79,162.1,0,0,198.74,973.67
24-07-2019,68.55,286.02,6.97,34.81,24.09,45.52,14.28,1.17,51.13,2.08,19.78,32.88,50.61,1.07,224.28,0,0,146.27,972.12
25-07-2019,22.55,229.45,11.58,26.73,23.61,30.54,17.35,1.03,23.15,1.97,13.44,28.2,91.57,1.03,217.42,0,0,53.32,974.14
26-07-2019,31.68,97.06,7.39,28.1,20.94,32.2,16.44,1.28,23.66,3.42,24.81,27.91,85.13,0.96,110.68,0.05,4.4,81.19,972.44
27-07-2019,25.37,57.56,8.56,23.2,19.34,30.76,17.3,1,26.19,2.74,19.01,28.21,94.7,1.19,82.6,0.01,1.4,115.79,972.31
28-07-2019,22.04,61.97,7.28,19.67,16.39,28.83,15.01,1,22.66,2.13,13.95,29.5,80.5,1.25,88.43,0.02,1.8,139.56,974.27
29-07-2019,25.8,106.27,7.84,23.14,18.72,30.36,17.24,1.21,23.25,3.3,16.23,31.08,50.54,1.27,89.67,0,0,135.62,975.6
30-07-2019,30.97,149.74,7.73,33,23.85,28.59,16.74,1.18,27.73,2.82,21.35,30.9,58.07,1.09,72.81,0,0,114.19,975.29
31-07-2019,33.57,121.39,7.76,26.84,20.6,32.45,16.53,1.09,35.31,2.68,17.49,31.1,61.7,0.99,97.47,0.03,2.6,122.25,974.6
01-08-2019,40.66,197.49,6.17,26.94,19.36,33.66,15.37,1.02,34.41,2.28,15.41,32.17,38.29,0.94,119.36,0,0,174.23,973.87
02-08-2019,48.71,159.79,16.31,36.9,32.87,33.14,18.83,1.71,22.34,4.46,35.79,29.5,84.26,0.81,145.52,0.12,12,82.07,972.97
03-08-2019,47.21,106.11,19.43,34.81,34.38,41.4,16.06,1.46,15.93,3.45,30.76,28.65,72.61,0.86,125.34,0.05,5,90.35,972.96
04-08-2019,72.14,124.28,18.25,34.12,33.02,33.22,19.5,1.79,26.2,2.06,24.83,29.63,89.41,0.66,128.49,0.24,23,142.01,971.98
05-08-2019,64.23,135.69,16.83,35.01,32.36,39.28,15.7,1.56,23.89,1.9,19.61,30.68,45.61,0.72,154.07,0.01,1.2,119.05,970.3
06-08-2019,38.35,73.51,16.33,34.96,31.95,47.07,16.2,1.25,13.11,2.71,20.87,27.79,64.7,0.91,138.01,0.05,5.2,51.61,970.86
07-08-2019,37.78,112.4,21.88,32.25,35.01,32.08,16.83,1.55,36.18,3.76,27.69,30.1,78.43,0.9,93.82,0,0,143.92,970.75
08-08-2019,26.94,159.93,10.73,27.58,23.41,30.61,17.63,1.1,22.04,2.27,19.61,32.61,0.25,0.94,86.62,0,0,191.51,970.41
09-08-2019,12.31,84.36,5.26,13.36,11.4,33.69,14.84,0.84,27.21,2.52,11.73,31.26,11.25,2.01,80.17,0,0.2,145.27,972.32
10-08-2019,17.36,79.76,5.26,14.61,12.06,27.84,14.52,0.77,27.54,1.69,9.97,30.13,11.23,1.71,112.17,0,0,133.16,973.18
11-08-2019,26.33,152.47,7.34,18.73,15.95,28.09,15.3,0.98,26.54,2.02,11.65,32.44,5.96,1.22,163.78,0,0,216.84,974.29
12-08-2019,18.54,103.93,11.63,16.58,18.3,24.73,17.29,1.28,17.86,1.82,12.51,29.91,46.92,0.89,248.92,0.02,1.6,109.1,974.34
13-08-2019,21.92,104.55,13.31,19.52,21.22,27.58,18.38,1.13,17.86,2.34,16.7,29.09,80.67,1.04,242.43,0.2,19.4,133.66,974.64
14-08-2019,36.39,99.8,15.26,33.9,30.44,28.69,17.3,1.67,28.56,3.87,28.24,29.73,82.75,0.68,189.97,0.007982392,32746,143.59,976
15-08-2019,31.27,71.09,5.74,18.83,14.68,31.27,13.37,1.09,32.6,2.6,18.19,30.78,76.45,1.12,105.4,0.08,8,170.74,975.81
16-08-2019,16.31,48.28,5.55,14.14,12.05,22.8,15.14,0.94,26.26,2.01,11.44,29.67,76.93,1.56,82.94,0,0.2,126.85,974.23
17-08-2019,8.09,15.62,5.91,9.91,10.1,21.2,13.36,0.7,11.78,1.26,9.08,27.94,88.18,1.57,122.76,0.05,4.8,63.07,973.51
18-08-2019,13.65,57.64,12.91,16.3,19.18,18.8,17.06,1.11,19.33,2.38,15.36,28.57,84.32,0.98,229.82,0.05,4.4,97.52,976.74
19-08-2019,41.15,170.55,16.49,26.22,27.44,20.65,15.41,1.5,29.37,4.31,27.71,30.62,74.72,0.7,240.35,0,0,195.37,978.83
20-08-2019,43.29,195.62,13.04,20.21,21.38,33.19,14.93,1.28,32.48,3.61,25.46,30.88,73.55,1.04,300.2,0,0,183.21,978.15
21-08-2019,48.29,209.79,11.12,21.38,20.47,34.63,16.78,1.22,36.6,2.95,19.43,31.37,71.43,0.98,273.46,0,0,186.95,976.75
22-08-2019,38.72,220.6,18.26,34.82,33.37,32.09,18.92,1.12,23.61,3.42,26.1,30.32,70.54,0.92,215.06,0,0,177.12,977.35
23-08-2019,55.4,266.72,25.27,33.87,38.62,33.1,17.23,1.66,30.59,4.44,35.83,31.89,67.58,0.74,227.39,0,0,203.83,976.85
24-08-2019,59.85,235.69,16.46,35.04,32.08,38.84,13.97,1.39,31.46,4.6,36.6,30.83,73.18,0.91,193.15,0,0,101.19,977.26
25-08-2019,32.15,114.19,5.32,23.44,16.82,33.65,15.17,1.01,29.43,2.89,21.97,29.41,77.95,1.02,103.22,0,0,104.52,978.08
26-08-2019,26.71,162.32,13.27,26.13,24.73,25.11,18.16,1.26,18.54,4.03,23.94,30.87,71.05,1.23,86.06,0,0,154.6,977.74
27-08-2019,38.71,210.1,19.97,34.78,34.78,29.75,15.35,1.47,42.18,3.58,27.97,32.2,66.4,0.79,87.68,0,0,171.33,976.65
28-08-2019,36.73,172.7,10.85,32.25,26,30.16,14.36,1.21,36.13,3.24,23.96,32.73,65.25,0.96,102.69,0,0,169.29,977.61
29-08-2019,35.8,169.21,6.7,26.52,19.55,28.42,14.41,1.05,37.54,2.37,17.29,32.25,67.25,1.04,131,0,0,163.99,978.54
30-08-2019,51.95,211.18,10.31,42.34,30.91,27.41,17.37,1.61,44.76,4.08,28.3,31.75,70.03,0.65,173.47,0,0,135,976.04
31-08-2019,64,239.15,17.03,43.9,37.18,31.74,19.62,2.39,34.41,5.9,41.86,31.28,74.63,0.67,201.55,0.05,4.4,102.03,973.94
01-09-2019,30.54,101.34,6.4,30.52,21.45,38.8,7.18,1.08,30.73,3.57,25.93,30.21,75.26,1.08,97.64,0,0.2,116.2,976.43
02-09-2019,48.4,181.11,6.28,33.49,22.92,27.79,8.55,1.54,51.34,3.77,26.95,31.43,71.6,0.66,148.86,0,0,162.06,976.43
03-09-2019,91.64,314.62,9.39,41.59,29.8,32.46,10.41,1.65,44.98,5.23,39.28,31.51,72.96,0.68,182.84,0,0,105.29,975.25
04-09-2019,83.2,221.3,7.36,33.79,23.87,32.97,8.9,1.48,46.17,4.04,31.97,31.05,75.7,0.91,134.06,0,0,94.29,974.92
05-09-2019,32.04,156.39,8.15,25.59,20.25,31.33,8.26,1.2,29.71,2.98,22.35,31.13,73.73,0.84,116.89,0,0,116.1,975.09
06-09-2019,34.05,164.64,11.03,31.6,25.79,27.91,7.54,1.23,25.09,3.4,23.54,31.24,73.09,0.86,148.15,0,0,115.83,974.06
07-09-2019,31.77,160.6,8.19,27.19,21.08,27.39,6.78,1.15,26.57,2.81,22.42,30.98,73.72,1.03,137.57,0,0,130.16,974.79
08-09-2019,32.03,124.47,5.69,22.72,16.73,26.93,8.2,1,37.69,3.02,25.23,31.57,70.96,0.82,101.22,0,0,148.95,976.35
09-09-2019,55.91,198.48,9.57,23.39,20.26,26.09,8.82,1.19,41.24,3.77,26.05,32.34,67.28,0.84,217.08,0,0,158.73,974.72
10-09-2019,70.04,253.24,15.92,36.04,31.82,29.96,10.83,1.36,44.65,4.84,34.05,32.58,65.48,0.66,193.02,0,0,151.89,974.29
11-09-2019,81.93,289.51,11.24,46.4,33.81,31.85,7.98,1.39,58.06,4.4,29.44,33.22,62.9,0.67,163.44,0,0,168.6,975.7
12-09-2019,66.15,229.19,7.43,33.44,23.83,31.99,7.68,1.29,36.52,3.45,26.78,32.07,69.57,1.04,138.96,0,0,120.87,977.17
13-09-2019,35.64,170.33,7.14,24.15,18.68,28.45,7.3,1.12,28.35,2.64,21.11,31.89,69.32,0.94,117.13,0,0,153.52,978.23
14-09-2019,28.85,140.5,2.83,15,10.29,25.13,6.12,0.75,47.11,2.01,18.38,31.34,68.87,1.06,90.92,0,0,170.76,978.76
15-09-2019,48.11,157.84,5.79,29.77,20.58,24.25,8.83,1.11,57.75,3.08,24.35,31.34,69.85,0.79,96.99,0,0,157.12,978.63
16-09-2019,53.44,211.6,9.67,27.26,22.39,25.17,8.2,1.17,42.62,3.64,26.67,31.86,68.18,0.8,221.42,0,0,159.04,977.27
17-09-2019,59.56,236.01,11.83,37.26,29.43,27.42,8.72,1.41,44.77,4.26,30.39,31.2,68.79,0.74,200.08,0.02,2.2,145.16,978.23
18-09-2019,35.81,162.47,4.25,25.61,17.11,26.93,5.55,0.96,50.28,2.44,17.98,30.68,66.51,1.1,118.43,0,0,177.27,982.41
19-09-2019,24.98,108.77,5.96,17.65,14.26,23.78,6.45,0.82,28.23,2.22,16.81,29.09,73.02,1.09,106.22,0,0,109.55,984.7
20-09-2019,40.27,223.21,12.61,29.52,25.97,23.18,7.72,1.04,16.95,3.71,25.46,30.16,69.61,0.84,139.91,0,0,146.25,982.88
21-09-2019,40.44,190.96,19.17,33.25,33.36,30.43,8.17,1.17,34.42,3.52,23.19,29.46,75.1,0.81,178.64,0.07,6.4,131.05,981.59
22-09-2019,25.18,85.15,11.52,26.74,23.62,30.62,7.46,0.9,16.84,2.93,20.47,27.74,79.79,0.99,114.16,0,0,92.83,983.65
23-09-2019,32.48,134.02,7.82,29.25,21.87,32.45,10.3,1.15,36.31,2.96,21.48,28.77,73.84,0.79,101.28,0,0,121.45,985.04
24-09-2019,37.9,180.53,13.37,32.25,28.05,24.74,7.55,1.02,31.58,2.8,23.49,28.91,73.07,0.9,127.24,0,0,117.49,985.07
25-09-2019,32.61,133.45,8.79,27.66,21.87,24.8,8.08,1.04,33.65,2.79,22.65,29.23,71.98,1.07,92.46,0,0,135.66,986.32
26-09-2019,21.74,107.07,10.79,21.32,20.15,24.36,8,0.93,17.68,2.48,22.33,29.38,71.96,1.16,81.48,0,0,109.76,986.62
27-09-2019,19.59,104.66,9.68,18.89,17.92,22.16,9.77,0.93,17,2.78,22.15,28.59,74.12,1.16,79.74,0,0,94.51,985.6
28-09-2019,20.53,106.51,9.55,19.93,18.38,20.3,7.62,0.81,15.65,2.66,17.97,28.48,73.87,1.18,75.7,0,0,113.54,983.8
29-09-2019,17.76,100.14,5.43,15.99,12.94,20.11,7.23,0.82,23.43,2.1,13.17,28.02,76.32,1.01,104.34,0,0,91.03,984.46
30-09-2019,31.99,192.23,10.35,27.42,23.05,19.5,8.6,1.12,26.73,3.06,18.18,28.21,75.83,0.96,136.28,0,0,81.34,983.19
01-10-2019,39.38,196.57,9.48,25.14,21.11,21.44,7.76,1.09,26.29,3.33,19.62,28.67,75.21,0.98,134.25,0,0,117.48,982.57
02-10-2019,52.26,221.21,20.83,32.09,34.06,23.07,9.99,1.41,45.82,6.11,32.19,29.17,70.52,0.64,103.63,0,0,116.34,983.73
03-10-2019,59.52,270.61,22.12,35.76,37.04,25.19,6.18,1.23,44.13,4.5,28.06,29.28,68.61,0.72,219.34,0.05,4.6,126.45,983.59
04-10-2019,45.11,140.61,14.95,25.99,26,26.24,8.12,1.11,37.97,3.71,23.97,27.69,73.81,1.08,279.09,0,0.2,142.26,984.63
05-10-2019,45.08,206.2,10.04,23.74,20.85,21.31,10.71,1.15,39.17,3.67,24.76,28.04,64.92,0.87,306.66,0,0,164.42,984.49
06-10-2019,64.6,212.19,8.49,21.28,18.21,24.45,7.54,1.05,47.92,3.68,19.12,28.19,66.98,0.89,312.88,0,0,142.48,985.09
07-10-2019,60.45,222.91,4.97,18.09,13.98,24.91,7.75,1.01,47.23,3.52,19.35,28.27,66.78,1.05,313.14,0,0,116.38,986.05
08-10-2019,62.89,210.45,3.66,11.97,9.35,21.9,12.67,1.35,44.47,2.76,13.35,27.75,64.13,0.91,267.7,0,0,145.01,985.5
09-10-2019,90.51,373.63,12.82,44.4,34.1,25.17,10.85,1.65,44.6,8.03,45.73,28.33,62.97,0.63,150.8,0,0,122.33,985.64
10-10-2019,99.61,333.03,45.45,56.51,66.05,28.85,9.47,1.66,50.25,8.3,50.83,28.67,61.1,0.63,191.34,0,0,122.94,984.93
11-10-2019,100.51,315.23,7.86,34.29,24.64,30.6,7.07,1.53,41.11,6,39.87,28.17,63.83,0.64,269.8,0,0,123.66,984.48
12-10-2019,122.14,294.18,27.37,40.17,43.7,33.16,9.66,2.22,40.71,5.92,33.3,28.33,65.49,0.64,249.31,0,0,110.42,985.4
13-10-2019,130.55,349.83,31.4,44.59,49.29,31.71,13.23,2.1,34.82,7.47,50.77,28.3,63.84,0.66,242.59,0,0,99.17,985.89
14-10-2019,138.08,435.68,61.02,48.99,75.8,31.48,18.04,2.74,30.32,6.52,43.78,28.19,64.68,0.62,212.47,0,0,101.41,986.76
15-10-2019,145.98,470.52,69.62,63.91,90.72,34.08,16.57,2.88,32.24,9.19,62.47,28.7,63.61,0.61,159.73,0,0,97.12,987.47
16-10-2019,155.49,424.91,37.68,64.68,65.07,35.28,11.81,2.09,39.71,8.08,46.49,29.15,63.95,0.61,125.57,0,0,92.24,987.89
17-10-2019,126.46,374.92,23.88,62.61,52.99,33.07,10.6,1.8,29.33,6.92,38.53,28.92,61.72,0.75,89.03,0,0,83.18,987.61
18-10-2019,91.2,339.1,9.34,43.52,30.77,32.68,9.73,1.15,29.9,4.62,23.8,28.63,59.9,1.14,134.8,0,0,85.43,987.63
19-10-2019,91.93,334.89,23.44,60.38,51.2,31.33230796,17.6,1.52,48.25,7.38,49.16,28.01,61.14,0.61,229.72,0,0,83.26,988.89
20-10-2019,114,338.1,35.53,48.07,54.57,29.60309977,15.92,1.78,25.96,6.16,36.51,27.09,63.16,0.73,272.35,0,0,92.68,988.47
21-10-2019,127.82,387.45,25.74,49.37,47.01,27.82,15.23,1.35,19.47,6.15,31.5,26.36,62.83,0.82,273.97,0,0,97.29,986.84
22-10-2019,103,322.4,54.85,53.82,73.38,31.49227842,19.51,1.74,24.48,6.03,31.77,25.56,63.56,0.82,269.34,0,0,82.23,984.15
23-10-2019,140.57,341.82,91.87,63.14,108.57,35.11066527,27.75,2.2,27.93857449,6.13,32.22,25.83,63.8,0.69,227.28,0,0,94.21,983.45
24-10-2019,167.96,453.82,171.76,95.18,190.51,38.67,20.61,3.8,31.69,11.35,78.66,26.34,65.85,0.51,175.89,0,0,82.46,984.55
25-10-2019,131.29,398.39,4.71,50.4,29.82,34.13,20.75,2.68,40.39,6.69,38.96,26.59,62.56,0.64,100.15,0,0,83.76,986.09
26-10-2019,147.69,416.37,52.68,53.24,71.3,7.2,21.14,2.64,36.36,7.93,44.86,26.33,65.36,0.51,165.47,0,0,72.8,987.25
27-10-2019,206.12,423.08,15.55,30.41,28.86,5.84,11.61,1.76,33.48,6.89,32.24,25.75,65.96,0.77,268.2,0,0,75.32,986.51
28-10-2019,274.55,548.66,24.85,31.64,37.04,3.65,16.29,2.56,30.9,7.16,29.15,25.47,67.87,0.54,254.49,0,0,67.12,987.31
29-10-2019,299.38,558.52,42.45,40.07,55.89,4.36,17.16,3.3,9.52,8.62,36.49,25.13,73.77,0.47,233.11,0,0.2,50.76,987.89
30-10-2019,276.69,527.42,74.96,41.1,83.04,4.13,21.5,3.6,14.4,9.32,50.99,25.91,69.9,0.51,267.29,0,0,65.05,986.46
31-10-2019,327.48,522.24,83.21,46.06,92.46,4.25,17.71,4,11.69,8.66,51.74,25.48,70.4,0.49,251.93,0,0,71.76,985.87
01-11-2019,439.54,721.37,36.04,45.16,53.51,5.93,16.12,3.18,16.05,10.85,66.03,26.42,67.46,0.55,184.26,0,0,64.31,985.95
02-11-2019,343.5,491.88,19.91,31.33,32.79,5.08,13.13,2.4,11.66,7.83,35.48,25.21,75.37,0.67,260.15,0,0.2,49.72,987.5
03-11-2019,552.9,681.08,20.29,36.29,35.72,7.61,12.4,2.58,7.32,9.22,32.39,24.59,79.62,0.76,261.69,0,0.2,47.82,988.44
04-11-2019,228.69,367.35,35.51,50.53,52.31,5,15.23,1.65,21.72,6.48,26.49,25.16,71.76,0.72,272.07,0,0,64.75,988.02
05-11-2019,160.91,356.42,78.31,52.79,89.82,3.93,21.02,2.15,21.66,5.92,25.72,24.51,68.24,0.81,263.22,0.01,0.8,82.52,985.27
06-11-2019,120.85,281.34,62.85,67.74,87.18,4.49,7.65,1.75,17.48,6.71,40.34,25.56,61.52,0.73,192.36,0,0,85.8,983.24
07-11-2019,190.69,300.58,37.22,71.97,68.62,3.34,8.14,1.95,6.13,7.17,42.7,23.64,73.03,0.77,115.55,0.01,0.8,35.87,984.77
08-11-2019,165.59,304.22,51.13,65.4,75.57,3.85,9.65,2.27,26.24,8.17,55.34,24.83,69.85,0.58,189.34,0,0,79.03,987.31
09-11-2019,169.04,306.53,27.4,47.53,47.63,4.31,8.08,1.39,22.35,5.64,37.34,24.56,65.88,0.87,295.92,0,0,84.9,987.74
10-11-2019,191.85,397.91,55.78,61.62,75.28,3.06,12.67,1.85,23.53,6.04,36.46,23.68,62.9,0.66,256.61,0,0,78.55,987.83
11-11-2019,260.9,526.97,118.4,94.05,137.21,7.2,16.34,2.57,28.82,7.89,49.96,23.15,64.15,0.61,268.3,0,0,74.26,986.66
12-11-2019,422.2,592.62,88.02,49.12,97.69,17.37,17.21,3.15,36.35,9.15,51.39,22.47,68.16,0.6,229.02,0,0,74.72,987.65
13-11-2019,470.24,714.67,48.19,39.69,60.42,19.18,20.82,3.9,39.53,10.55,58.79,23.26,70.23,0.46,209.08,0,0,67.28,989.63
14-11-2019,456.26,684.54,32.71,36.76,46.36,20.62,25.31,3.79,26.63,11.26,66.04,23.35,74.29,0.47,225.6,0,0,54.36,990.36
15-11-2019,560.72,650.76,16.23,21.42,24.65,23.13,9.39,3.27,41.58,10.27,44.73,23.69,72.54,0.6,276.67,0,0,62.37,989.39
16-11-2019,198.75,348.2,11.69,26.97,23.89,9.87,20.28,1.54,43.12,5.36,26.25,24.31,67.14,1.05,316.06,0,0,66.29,989.1
17-11-2019,117.88,229.65,10.28,35.78,27.43,6.55,12.23,0.97,38.99,3.24,13.7,23.66,67.84,1.05,288.93,0,0,67.92,989.17
18-11-2019,104.73,281.34,64.37,49.49,78.97,5.77,16.92,1.87,37.12,4.75,23.58,22.42,72.34,0.85,259.61,0,0,68.44,988.58
19-11-2019,121.31,324.35,79.21,62.02,97.56,5.08,14.6,1.88,37.59,5.46,29.04,22.09,71.6,0.63,264.36,0,0,64.27,987.91
20-11-2019,190.08,366.96,177.46,76.37,185.15,6.71,26.42,2.53,34.92,7.36,42.85,21.84,72.75,0.49,228.78,0,0,67.65,988.93
21-11-2019,250.81,555.34,237.18,118.98,246.27,7.02,28.25,5.46,66.58,11.4,83.37,22.79,70.58,0.42,197.8,0,0,61.52,991.69
22-11-2019,219.17,489.04,137.22,94.98,162.4,11.95,16.09,3.45,46.08,10.44,70.82,23.19,68.74,0.56,230.41,0,0,61.66,991.76
23-11-2019,148.15,307.21,31.53,52.85,53.75,15.18,13.31,1.22,29.33,5.56,29.71,23.2,67.54,0.77,276.76,0,0,59.81,991.22
24-11-2019,135.61,273.46,21.84,50.03,44.39,14.1,13.32,1.21,34.63,4.36,21.63,23.2,70.47,0.71,273.93,0,0,63.09,990.57
25-11-2019,153.24,324.87,119.48,80.03,139.91,11.96,24.08,3.11,30.48,6,30.93,23.06,71.19,0.56,151.26,0,0,64.27,991.2
26-11-2019,106.61,335.36,51.81,74.21,81.76,11.76,17.4,1.51,35.97,8.16,45.84,24.92,60.59,0.94,98.14,0,0,59.01,990.85
27-11-2019,68.39,176.22,17.83,53.25,42.85,12.57,15.7,1.13,35.82,5.34,31.53,23.81,67.3,1.11,79.62,0,0,52.35,990.72
28-11-2019,33.49,73.43,7.27,36.42,25.3,10.31,12.95,0.66,36.65,2.44,15.67,22.15,73.26,1.49,74.66,0,0.2,58.28,991.8
29-11-2019,59.14,150.16,38.54,52.99,59.63,9.83,16.76,1.36,27.28,4.49,35.9,21.92,76.02,0.82,158.44,0,0,61.48,992.05
30-11-2019,103.49,190.6,38.53,44.77,55.17,16.28,12.81,1.36,23.83,4.36,27.5,20.38,85.25,0.7,276.28,0,0,59.56,992.16
01-12-2019,143.48,279.99,52.85,51.89,70.73,13.92,15.42,1.56,37.79,4.68,21.96,19.85,78.39,0.74,266.05,0,0,59.88,991.72
02-12-2019,152.7,312.3,58.85,59.73,79.83,15.15,16.36,1.67,35.52,5.07,27.23,19.63,73.36,0.82,278.2,0,0,56.31,992.27
03-12-2019,148.54,359.88,55.47,60.59,77.42,15.56,14.76,1.57,36.23,4.69,22.14,19.54,69.07,0.83,266.24,0,0,55.79,991.73
04-12-2019,175.72,376.45,141.11,70.62,152.42,14.04,22.36,2.9,35.68,5.08,29.82,19.41,69.77,0.56,247.08,0,0,55.12,993.84
05-12-2019,261.02,518.47,156.34,91.85,176.26,20.7,14.86,2.92,38.5,9.64,70.85,19.59,73.61,0.53,218,0,0,59.49,995.81
06-12-2019,290.21,473.38,82.72,70.55,104.95,33.85,17.42,2.36,28.93,8.21,48.8,19.99,79.23,0.67,259.56,0,0,57.65,995.11
07-12-2019,293.3,517.14,133.49,70.22,146.2,28.84,25.8,3.56,27.95,7,27.95,19.97,81.73,0.54,196.68,0,0,56.86,994.04
08-12-2019,245.18,409,117.32,62.88,129.08,26.3,24.37,2.92,28.93,8.42,51.32,19.89,79.61,0.57,249.24,0,0,56.01,993.7
09-12-2019,246.08,472.24,132.68,70.94,145.72,22.78,26.21,2.99,31.69,8.06,50.62,19.61,76.74,0.54,249.78,0,0,56.75,992.92
10-12-2019,258.03,475.26,124.68,72.22,140.12,27.88,20.56,3.01,32.8,6.49,36.61,19.28,77.46,0.54,247.47,0,0,52.79,990.28
11-12-2019,295.91,578.77,191.1,99.54,202.51,26.32,14.9,4.13,11.86,11.02,70.08,20.29,75.37,0.47,135.33,0,0,52.23,989.02
12-12-2019,274.03,458.5,53.07,71.83,81.53,45.36,7.59,2.03,39.91,7.05,38.28,20.99,74.05,1.04,101.81,0.11,11,39.85,987.97
13-12-2019,107.4,161.53,8.88,36.79,26.92,32.25,8.22,0.74,31.67,3.37,15.85,19.94,86.57,1.08,193.14,0.03,3.2,45.11,988.33
14-12-2019,95.74,206.05,29.4,47.57,49.25,23.52,12.88,1.12,18.55,4.1,25.38,18.07,79.76,0.54,233.39,0,0,64.17,994.73
15-12-2019,107.48,219.68,19.88,32.75,33.56,26.86,7.7,1,23.26,3.53,15.29,16.86,76.3,0.79,268.88,0,0,62.39,994.29
16-12-2019,99.32,182.36,9.95,28.7,23.4,27.51,7.44,0.86,23.21,3.04,12.46,15.55,77.76,0.94,294.85,0,0,26.2,994.81
17-12-2019,110.8,214,35.36,29.32,44.5,33.42,11.7,1.13,23.99,3.36,17.67,15.19,75.27,0.86,299.67,0,0,34.42,995.96
